http://dbpedia.org/ontology/EducationalInstitution,EducationalInstitution,http://dbpedia.org/ontology/budget
http://dbpedia.org/resource/Johnsonburg_Area_School_District,Johnsonburg Area School District,11033768.024696775
http://dbpedia.org/resource/Conrad_Weiser_Area_School_District,Conrad Weiser Area School District,41895498.37342918
http://dbpedia.org/resource/Wyomissing_Area_School_District,Wyomissing Area School District,30053609.372325283
http://dbpedia.org/resource/Forest_Hills_School_District,Forest Hills School District,21096552.57433078
http://dbpedia.org/resource/Sylvan_Heights_Science_Charter_School,Sylvan Heights Science Charter School,2458846.512736679
http://dbpedia.org/resource/Masuk_High_School,Masuk High School,13189909.152187284
http://dbpedia.org/resource/Northern_Cambria_School_District,Northern Cambria School District,15428914.095963968
http://dbpedia.org/resource/Jersey_Shore_Area_School_District,Jersey Shore Area School District,42912187.79098516
http://dbpedia.org/resource/Juniata_County_School_District,Juniata County School District,32232305.773061257
http://dbpedia.org/resource/Dover_Area_School_District,Dover Area School District,50670419.11064235
http://dbpedia.org/resource/Greencastle-Antrim_School_District,Greencastle-Antrim School District,36217066.465857476
http://dbpedia.org/resource/Peters_Township_School_District,Peters Township School District,48721000.85669146
http://dbpedia.org/resource/Susquehanna_Township_School_District,Susquehanna Township School District,40786925.28750656
http://dbpedia.org/resource/Northern_Potter_School_District,Northern Potter School District,8852545.389772179
http://dbpedia.org/resource/Southern_Tioga_School_District,Southern Tioga School District,27067876.41900058
http://dbpedia.org/resource/Minersville_Area_School_District,Minersville Area School District,14047439.106342485
http://dbpedia.org/resource/Shikellamy_School_District,Shikellamy School District,33077525.202170443
http://dbpedia.org/resource/Chestnut_Ridge_School_District,Chestnut Ridge School District,18169220.413445067
http://dbpedia.org/resource/Loyalsock_Township_School_District,Loyalsock Township School District,17334336.783688255
http://dbpedia.org/resource/Mahanoy_Area_School_District,Mahanoy Area School District,13782897.230635243
http://dbpedia.org/resource/Brownsville_Area_School_District,Brownsville Area School District,26903746.878977817
http://dbpedia.org/resource/Keystone_Oaks_School_District,Keystone Oaks School District,35945368.43755643
http://dbpedia.org/resource/Chartiers-Houston_School_District,Chartiers-Houston School District,15034911.252038326
http://dbpedia.org/resource/Peters_Township_School_District,Peters Township School District,48848607.82281987
http://dbpedia.org/resource/Bermudian_Springs_School_District,Bermudian Springs School District,25039603.748056646
http://dbpedia.org/resource/Bedford_Area_School_District,Bedford Area School District,27185726.948584065
http://dbpedia.org/resource/Towanda_Area_School_District,Towanda Area School District,23364258.790894166
http://dbpedia.org/resource/Mifflinburg_Area_School_District,Mifflinburg Area School District,27492979.423197977
http://dbpedia.org/resource/York_City_School_District,York City School District,120984066.9099868
http://dbpedia.org/resource/Susquehanna_Township_School_District,Susquehanna Township School District,42991828.8266757
http://dbpedia.org/resource/Lewisburg_Area_School_District,Lewisburg Area School District,31585304.9028092
http://dbpedia.org/resource/Marion_Center_Area_School_District,Marion Center Area School District,22441200.47597476
http://dbpedia.org/resource/Clairton_City_School_District,Clairton City School District,12871895.89246182
http://dbpedia.org/resource/Commodore_Perry_School_District,Commodore Perry School District,7804230.168567573
http://dbpedia.org/resource/Connellsville_Area_School_District,Connellsville Area School District,62716041.31365323
http://dbpedia.org/resource/Mifflin_County_School_District,Mifflin County School District,61762709.02627438
http://dbpedia.org/resource/New_Hope-Solebury_School_District,New Hope-Solebury School District,35340822.12668816
http://dbpedia.org/resource/Hoosac_Valley_High_School,Hoosac Valley High School,13505.800924994892
http://dbpedia.org/resource/Acton-Boxborough_Regional_High_School,Acton-Boxborough Regional High School,14474.050522484966
http://dbpedia.org/resource/Loyalsock_Township_School_District,Loyalsock Township School District,21270905.601672653
http://dbpedia.org/resource/Palmyra_Area_School_District,Palmyra Area School District,41221141.615811124
http://dbpedia.org/resource/Northern_Cambria_School_District,Northern Cambria School District,15973212.84915945
http://dbpedia.org/resource/Portage_Area_School_District,Portage Area School District,12042871.04443202
http://dbpedia.org/resource/Park_Hill_High_School,Park Hill High School,106828882.30970502
http://dbpedia.org/resource/Benton_Area_School_District,Benton Area School District,11867058.830954414
