http://dbpedia.org/ontology/Skater,Skater,http://dbpedia.org/ontology/weight
http://dbpedia.org/resource/Olga_Belyakova,Olga Belyakova,66376.21011449769
http://dbpedia.org/resource/Karolína_Erbanová,Karolína Erbanová,65286.058840661164
http://dbpedia.org/resource/Kim_A-lang,Kim A-lang,58304.42861902514
http://dbpedia.org/resource/Hein_Vergeer,Hein Vergeer,80419.15708769442
http://dbpedia.org/resource/Zhao_Xin_(speed_skater),Zhao Xin (speed skater),69855.6187592986
http://dbpedia.org/resource/Jappie_van_Dijk,Jappie van Dijk,72013.90268485682
http://dbpedia.org/resource/Mitchell_Whitmore,Mitchell Whitmore,70292.70490609764
http://dbpedia.org/resource/Gaétan_Boucher,Gaétan Boucher,72779.88167800146
http://dbpedia.org/resource/Arianna_Fontana,Arianna Fontana,62489.60446764875
http://dbpedia.org/resource/Jan_Bos,Jan Bos,92597.33774670503
http://dbpedia.org/resource/Benjamin_Macé,Benjamin Macé,83575.58520606211
http://dbpedia.org/resource/Daniela_Anschütz-Thoms,Daniela Anschütz-Thoms,66898.72171654708
http://dbpedia.org/resource/Valeriya_Reznik,Valeriya Reznik,48065.29438916834
http://dbpedia.org/resource/Misaki_Oshigiri,Misaki Oshigiri,52767.28322381191
http://dbpedia.org/resource/Roberto_Puķītis,Roberto Puķītis,77551.19425328443
http://dbpedia.org/resource/Yara_van_Kerkhof,Yara van Kerkhof,53230.270752865654
http://dbpedia.org/resource/Noh_Seon-yeong,Noh Seon-yeong,53445.749763616936
http://dbpedia.org/resource/Sylvia_Brunner,Sylvia Brunner,61806.728903914656
http://dbpedia.org/resource/Jessica_Gregg,Jessica Gregg,63775.74537642351
http://dbpedia.org/resource/Steven_Bradbury,Steven Bradbury,83718.38407919832
http://dbpedia.org/resource/Laurent_Dubreuil,Laurent Dubreuil,69012.56494595253
http://dbpedia.org/resource/Yang_Yang_(A),Yang Yang (A),65011.87144033137
http://dbpedia.org/resource/Stefan_Groothuis,Stefan Groothuis,71990.57999555561
http://dbpedia.org/resource/Roberto_Sighel,Roberto Sighel,70476.99196083039
http://dbpedia.org/resource/Jonny_Nilsson,Jonny Nilsson,75900.1756310943
http://dbpedia.org/resource/Ted-Jan_Bloemen,Ted-Jan Bloemen,70561.14413573331
http://dbpedia.org/resource/Tomas_Gustafson,Tomas Gustafson,63584.36898679508
http://dbpedia.org/resource/Keiichiro_Nagashima,Keiichiro Nagashima,75740.5612364421
http://dbpedia.org/resource/Mo_Tae-bum,Mo Tae-bum,71084.3118334282
http://dbpedia.org/resource/Margot_Boer,Margot Boer,73530.70120565343
http://dbpedia.org/resource/Aidar_Bekzhanov,Aidar Bekzhanov,62199.00719980225
http://dbpedia.org/resource/Shane_Williamson,Shane Williamson,57571.491302472416
http://dbpedia.org/resource/Marianne_Timmer,Marianne Timmer,56469.56664595689
http://dbpedia.org/resource/Kim_Min-jung_(speed_skater),Kim Min-jung (speed skater),44429.20431995669
http://dbpedia.org/resource/Sayuri_Shimizu,Sayuri Shimizu,52351.61035282177
http://dbpedia.org/resource/André_Kouprianoff,André Kouprianoff,60066.77838987812
http://dbpedia.org/resource/Assen_Pandov,Assen Pandov,58924.11902430922
http://dbpedia.org/resource/Ria_Visser,Ria Visser,57965.67228597189
http://dbpedia.org/resource/Baek_Eun-bi,Baek Eun-bi,49500.93440506541
http://dbpedia.org/resource/Yevgeny_Seryayev,Yevgeny Seryayev,80016.34825263318
http://dbpedia.org/resource/Guillaume_Bastille,Guillaume Bastille,80099.75114836963
http://dbpedia.org/resource/Choi_Eun-kyung,Choi Eun-kyung,63496.400974340475
http://dbpedia.org/resource/Kim_Yun-mi_(speed_skater),Kim Yun-mi (speed skater),46915.691968850944
http://dbpedia.org/resource/Shani_Davis,Shani Davis,75658.77806015415
http://dbpedia.org/resource/David_Andersson_(speed_skater),David Andersson (speed skater),85750.88490481745
http://dbpedia.org/resource/Casey_FitzRandolph,Casey FitzRandolph,79766.7298097924
http://dbpedia.org/resource/Kim_Yoo-rim,Kim Yoo-rim,51710.58371653962
http://dbpedia.org/resource/Jennifer_Rodriguez,Jennifer Rodriguez,57349.90587686372
http://dbpedia.org/resource/Svein-Erik_Stiansen,Svein-Erik Stiansen,83956.85608780659
http://dbpedia.org/resource/Sung_Si-bak,Sung Si-bak,60432.68605291821
http://dbpedia.org/resource/Kay_Stenshjemmet,Kay Stenshjemmet,81930.44178385295
http://dbpedia.org/resource/Jan_Egil_Storholt,Jan Egil Storholt,82253.99761624352
