http://dbpedia.org/ontology/Infrastructure,Infrastructure,http://dbpedia.org/ontology/height
http://dbpedia.org/resource/McAllister_Covered_Bridge,McAllister Covered Bridge,4.2672
http://dbpedia.org/resource/Braunston_Tunnel,Braunston Tunnel,3.76
http://dbpedia.org/resource/Wissahickon_Memorial_Bridge,Wissahickon Memorial Bridge,51.816
http://dbpedia.org/resource/Lower_Pus_Dam,Lower Pus Dam,28.0
http://dbpedia.org/resource/Konar_Dam,Konar Dam,48.77
http://dbpedia.org/resource/Bunji_Dam,Bunji Dam,190.0
http://dbpedia.org/resource/Heysen_Tunnels,Heysen Tunnels,5.3
http://dbpedia.org/resource/Nillahcootie_Dam,Nillahcootie Dam,34.0
http://dbpedia.org/resource/Mahardah_Dam,Mahardah Dam,41.0
http://dbpedia.org/resource/Bukit_Putus_Viaduct,Bukit Putus Viaduct,48.0
http://dbpedia.org/resource/Sadd_el-Kafara,Sadd el-Kafara,14.0
http://dbpedia.org/resource/Valley_View_Bridge,Valley View Bridge,64.6176
http://dbpedia.org/resource/Nqweba_Dam,Nqweba Dam,46.0
http://dbpedia.org/resource/Angostura_Diversion_Dam,Angostura Diversion Dam,5.1816
http://dbpedia.org/resource/Maroon_Dam,Maroon Dam,46.3
http://dbpedia.org/resource/Dukan_Dam,Dukan Dam,116.5
http://dbpedia.org/resource/Wheeler_Dam,Wheeler Dam,21.9456
http://dbpedia.org/resource/Ravning_Bridge,Ravning Bridge,1.5
http://dbpedia.org/resource/Kuriyama_Dam,Kuriyama Dam,31.9
http://dbpedia.org/resource/Huangdeng_Dam,Huangdeng Dam,203.0
http://dbpedia.org/resource/Hasan_Uğurlu_Dam,Hasan Uğurlu Dam,175.0
http://dbpedia.org/resource/Mtera_Dam,Mtera Dam,40.0
http://dbpedia.org/resource/Thornton_viaduct,Thornton viaduct,36.576
http://dbpedia.org/resource/Thune_Dam,Thune Dam,33.6
http://dbpedia.org/resource/San_Luis_Dam,San Luis Dam,93.0
http://dbpedia.org/resource/Corpus_Christi_Harbor_Bridge,Corpus Christi Harbor Bridge,74.0664
http://dbpedia.org/resource/Kudnur_Dam,Kudnur Dam,20.99
http://dbpedia.org/resource/Ascutney_Mill_Dam,Ascutney Mill Dam,12.192
http://dbpedia.org/resource/Lonimavla_Dam,Lonimavla Dam,10.0
http://dbpedia.org/resource/Tajewala_Barrage,Tajewala Barrage,27.73
http://dbpedia.org/resource/Isleta_Diversion_Dam,Isleta Diversion Dam,6.4008
http://dbpedia.org/resource/Crystal_Dam,Crystal Dam,98.4504
http://dbpedia.org/resource/St_Helena_Tunnel,St Helena Tunnel,5.3
http://dbpedia.org/resource/De_Hoop_Dam_(Limpopo),De Hoop Dam (Limpopo),81.0
http://dbpedia.org/resource/São_Simão_Dam,São Simão Dam,127.0
http://dbpedia.org/resource/Hardy_Dam,Hardy Dam,36.576
http://dbpedia.org/resource/Big_Tujunga_Dam,Big Tujunga Dam,63.3984
http://dbpedia.org/resource/Allemanskraal_Dam,Allemanskraal Dam,38.0
http://dbpedia.org/resource/Wusanto_Reservoir,Wusanto Reservoir,56.0
http://dbpedia.org/resource/Demirköprü_Dam,Demirköprü Dam,74.0
http://dbpedia.org/resource/Gatehampton_Railway_Bridge,Gatehampton Railway Bridge,6.7056
http://dbpedia.org/resource/Laurel_Creek_Gorge_Bridge,Laurel Creek Gorge Bridge,67.1
http://dbpedia.org/resource/Anderson_Ranch_Dam,Anderson Ranch Dam,138.989
http://dbpedia.org/resource/Pontcysyllte_Aqueduct,Pontcysyllte Aqueduct,38.4048
http://dbpedia.org/resource/Alberto_Lleras_Dam,Alberto Lleras Dam,243.0
http://dbpedia.org/resource/Șugag_Dam,Șugag Dam,78.0
http://dbpedia.org/resource/Brandleite_Tunnel,Brandleite Tunnel,5.85
http://dbpedia.org/resource/Staines_Railway_Bridge,Staines Railway Bridge,6.4008
http://dbpedia.org/resource/Hongjiadu_Dam,Hongjiadu Dam,179.5
http://dbpedia.org/resource/Patgaon,Patgaon,39.19
http://dbpedia.org/resource/Melones_Dam_(Cuba),Melones Dam (Cuba),86.0
http://dbpedia.org/resource/Zhongxian_Yangtze_River_Bridge,Zhongxian Yangtze River Bridge,158.0
http://dbpedia.org/resource/Access_to_the_Region's_Core,Access to the Region's Core,7.4676
http://dbpedia.org/resource/Maruyama_Dam,Maruyama Dam,98.2
http://dbpedia.org/resource/Kirov_Reservoir,Kirov Reservoir,86.0
http://dbpedia.org/resource/Kundrala_Dam,Kundrala Dam,18.5
http://dbpedia.org/resource/New_Hogan_Dam,New Hogan Dam,64.008
http://dbpedia.org/resource/Thunakkadavu_Dam,Thunakkadavu Dam,26.91
http://dbpedia.org/resource/Arimine_Dam,Arimine Dam,140.0
http://dbpedia.org/resource/Chester_Burn_viaduct,Chester Burn viaduct,27.432
http://dbpedia.org/resource/Joe_Sippel_Weir,Joe Sippel Weir,6.5
http://dbpedia.org/resource/Hansen_Dam,Hansen Dam,29.5656
http://dbpedia.org/resource/Mukane_Dam,Mukane Dam,26.93
http://dbpedia.org/resource/Susitna_River_Bridge,Susitna River Bridge,21.6408
http://dbpedia.org/resource/Cotter_Dam,Cotter Dam,87.0
http://dbpedia.org/resource/Sideling_Creek_Dam,Sideling Creek Dam,23.0
http://dbpedia.org/resource/Banieya_Dam,Banieya Dam,30.0
http://dbpedia.org/resource/Pont_de_Recouvrance,Pont de Recouvrance,70.0
http://dbpedia.org/resource/Tuscarora_Mountain_Tunnel,Tuscarora Mountain Tunnel,4.2672
http://dbpedia.org/resource/Galisteo_Dam,Galisteo Dam,49.9872
http://dbpedia.org/resource/Karadkhed_Dam,Karadkhed Dam,19.0
http://dbpedia.org/resource/Junghua_Dam,Junghua Dam,82.0
http://dbpedia.org/resource/Vasco_da_Gama_Bridge,Vasco da Gama Bridge,155.0
http://dbpedia.org/resource/Martholme_Viaduct,Martholme Viaduct,19.812
http://dbpedia.org/resource/Biggesee,Biggesee,52.0
http://dbpedia.org/resource/O'Shannassy_Reservoir,O'Shannassy Reservoir,34.0
http://dbpedia.org/resource/San_Juanico_Bridge,San Juanico Bridge,41.0
