http://dbpedia.org/ontology/Weapon,http://dbpedia.org/ontology/length
Steyr RSO,4.425
RSOトラクター,4.425
"Raupenschlepper, Ost",4.425
RSO,4.425
RSO牽引車,4.425
Robar RC-50,0.913892
Robar RC-50,0.913892
羅巴爾RC-50狙擊步槍,0.913892
Robot 05,3.6
Ruger SP 101,0.18288
Ruger SP101,0.18288
Ruger SP101,0.18288
儒格SP-101左輪手槍,0.18288
149/40 (semovente),6.6
セモヴェンテ da 149/40,6.6
Semovente da 149/40,6.6
Semovente da 149/40,6.6
Semovente da 149/40,6.6
T-19 (char),4.5
T-19,4.5
T-19,4.5
T-19,4.5
Т-19,4.5
T75 Light machine gun,1.11
T75班用機槍,1.11
TR-125,7.9
TR-125,7.9
TR-125,7.9
TR-125,7.9
TR-125主力戰車,7.9
Type 90 machine gun,1.746
USS Skimmer (AMCU-41),48.4632
Vidhwansak,1.7
Walther SP22,0.195072
Walther SP22,0.195072
Walther SP22,0.195072
Winchester Modelo 1895,1.0668
Winchester Modèle 1895,1.0668
Winchester Model 1895,1.0668
Winchester Model 1895,1.0668
XSM-74,8.9662
Karabinek MSBS,0.98
MSBS,0.98
MSBS Radon突擊步槍,0.98
FB MSBS,0.98
Hagelberg FH 50,1.285
120-pounder Whitworth naval gun,3.6576
"14"" железнодорожное орудие M1920",18.1
14-inch M1920 railway gun,18.1
70-pounder Whitworth naval gun,2.9972
8-inch Mk. VI railway gun,9.144
Avibrás AV-VB4 RE Guará,5.5
Enfield TC-10,0.2032
HMS Aeolus (1801),43.8912
HMS Aeolus (1801),43.8912
HMS Nemesis (1780),36.576
HMS Orontes (1813),43.2816
Mamba Pistol,0.218
North American MQM-42 Redhead-Roadrunner,7.57
Pistolet modèle An XIII,0.352
Pistolet modèle An XIII,0.352
Pistolet modèle An XIII,0.352
RN-94,6.7
RN-94,6.7
RN-94,6.7
RN-94,6.7
Remington Model R-25,0.97155
"12""/40 морская пушка",12.192
Russian 12 inch 40 caliber naval gun,12.192
Ultimate 500,0.3683
Bushmaster M4-type Carbine,0.8827
P-64 CZAK,0.16
FB P-64,0.16
FB P-64,0.16
Pistolet P-64,0.16
P-64,0.16
Floro MK-9,0.645
Floro MK-9衝鋒槍,0.645
شتاير إتش إس 50,1.37
Steyr HS,1.37
Steyr HS .50,1.37
Steyr HS .50,1.37
Steyr HS .50,1.37
Karabin Steyr HS .50,1.37
Steyr HS .50,1.37
斯泰爾HS .50狙擊步槍,1.37
Armalite AR-30,1.0668
阿瑪萊特AR-30狙擊步槍,1.0668
Beretta 8000,0.18
Beretta Cougar,0.18
Beretta 8000,0.18
ベレッタM8000,0.18
Pistolet Beretta Cougar,0.18
貝瑞塔8000手槍,0.18
CZ 700,1.215
CZ 700 sniper rifle,1.215
Karabin ČZ 700,1.215
CZ 700,1.215
Haubits FH77,11.6
FH-77,11.6
FH77,11.6
Howa Typ 89,0.916
Howa Type 89,0.916
Howa Tipo 89,0.916
Howa Type 89,0.916
89式5.56mm小銃,0.916
Karabin Howa 89-Shiki,0.916
Type 89 (автомат),0.916
Howa Type 89,0.916
豐和89式5.56毫米突擊步槍,0.916
خيبر (بندقية),0.78
Khaybar KH2002,0.78
KH-2002,0.78
KH-2002,0.78
"KH2002 ""Khaybar""",0.78
Khaybar KH2002,0.78
Khaybar KH 2002,0.78
海白爾KH2002突擊步槍,0.78
Kel-Tec P-3AT,0.13208
KAC PDW,0.7112
Knight's Armament Company PDW,0.7112
Knight's Armament Company PDW,0.7112
KAC 6x35mm PDW,0.7112
Knight's Armament Company PDW,0.7112
KAC PDW突击步枪,0.7112
MAG-7,0.55
MAG-7,0.55
MAG-7,0.55
MAG-7,0.55
MAG-7泵動式霰彈槍,0.55
Mauser Modell 71,1.35
Mauser Model 1871,1.35
Mauser Modelo 1871,1.35
Gewehr 71,1.35
Gew71,1.35
Karabin Mausera wzór 1871,1.35
Mauser Model 1871,1.35
Brown Bess,1.4859
Brown-Bess,1.4859
Brown Bess,1.4859
Brown Bess,1.4859
ブラウン・ベス,1.4859
Brown Bess,1.4859
Karabin Brown Bess,1.4859
Brown Bess,1.4859
Brown Bess,1.4859
褐筒,1.4859
OTs-02 Kiparis,0.73
OTs-02 Kiparis,0.73
OTs-02 Kiparis,0.73
Kiparis OTs-02,0.73
Pistolet maszynowy OCz-02 Kiparis,0.73
ОЦ-02,0.73
OTs-02柏樹衝鋒槍,0.73
PP-2000,0.555
PP-2000,0.555
PP-2000,0.555
PP-2000,0.555
PP-2000,0.555
PP-2000,0.555
ПП-2000,0.555
PP-2000冲锋枪,0.555
SV-98,1.2
Sv 98,1.2
SV-98,1.2
SV-98,1.2
Karabin SW-98,1.2
SV-98,1.2
СВ-98,1.2
SV-98狙擊步槍,1.2
Savage 10FP,1.162
Savage 10FP,1.162
Tanfoglio Force,0.21
Tanfoglio Force,0.21
Tanfoglio Force,0.21
Taurus PT92,0.216
Taurus PT 100,0.216
Taurus PT-92,0.216
Taurus PT92,0.216
Taurus PT 100,0.216
金牛座PT92手槍,0.216
Typ 91 Hand Arrow,1.43
Type 91 Surface-to-air missile,1.43
91式携帯地対空誘導弾,1.43
91式便攜地對空導彈,1.43
Våpensmia NM149,1.12
Karabin Våpensmia NM149S,1.12
Wildey,0.127
Wildey,0.127
IS tank family,9.9
إيوسف ستالن,9.9
IS-Serie,9.9
Joseph Staline (char),9.9
IS (carro armato),9.9
IS-serie,9.9
Tanque Iosef Stalin,9.9
ИС (серия танков),9.9
IS系列坦克,9.9
M1911 pistol,0.20955
كولت إم1911,0.20955
Colt M1911,0.20955
M1911,0.20955
Colt M1911,0.20955
Colt M1911,0.20955
M1911,0.20955
Pistolet Colt M1911,0.20955
M1911 (vuurwapen),0.20955
Colt M1911,0.20955
M1911,0.20955
M1911手槍,0.20955
M1 carbine,0.90424
إم 1 كاربين,0.90424
M1 Carbine,0.90424
Carabina M1,0.90424
Carabine M1,0.90424
M1 Carbine,0.90424
U.S.M1カービン,0.90424
M1 Carbine,0.90424
Karabinek M1,0.90424
M1 Carbine,0.90424
M1 (carabina),0.90424
M1卡宾枪,0.90424
Merkava,9.04
ميركافا,9.04
Merkava,9.04
Merkava,9.04
Merkava,9.04
Merkava,9.04
メルカバ (戦車),9.04
Merkava,9.04
Merkawa,9.04
Merkava,9.04
Меркава,9.04
梅卡瓦主战坦克,9.04
R-7 Semyorka,34.0
R-7,34.0
R-7 Semiorka,34.0
R-7 Semiorka,34.0
R-7 (missile),34.0
R-7 (ロケット),34.0
R7 (raket),34.0
R-7,34.0
Р-7,34.0
R-7 Semyorka,34.0
R-7弹道导弹,34.0
T-34,6.68
تي-34,6.68
T-34,6.68
T-34,6.68
T-34,6.68
T-34 (carro armato),6.68
T-34,6.68
T-34,6.68
T-34,6.68
T-34,6.68
Т-34,6.68
T-34坦克,6.68
T-54/T-55,6.45
تي-55,6.45
T-55,6.45
T-54/T-55,6.45
T-54/55,6.45
T-55,6.45
T-55,6.45
T-55,6.45
Т-55,6.45
T-54/T-55,6.45
T-54/55系列主战坦克,6.45
T-64,9.225
تي-64,9.225
T-64,9.225
T-64,9.225
T-64,9.225
T-64,9.225
T-64,9.225
T-64,9.225
Т-64,9.225
T-64,9.225
T-64主战坦克,9.225
T-72,9.53
تي-72,9.53
T-72,9.53
T-72,9.53
T-72,9.53
T-72,9.53
T-72,9.53
T-72,9.53
T-72,9.53
Т-72,9.53
T-72,9.53
T-72主戰坦克,9.53
Tigerfish (torpedo),6.5
Mk 24 Tigerfish,6.5
Mk 24 Tigerfish,6.5
タイガーフィッシュ (魚雷),6.5
Torpeda Mark 24 Tigerfish,6.5
Mark 24 Tigerfish,6.5
AGM-69 SRAM,4.826
AGM-69 SRAM,4.826
AGM-69 SRAM,4.826
AGM-69 SRAM,4.826
SRAM (ミサイル),4.826
Boeing AGM-69 SRAM,4.826
AGM-69 SRAM,4.826
AGM-84E Standoff Land Attack Missile,4.5
SLAM (ミサイル),4.5
SLAM (крылатая ракета),4.5
قناص AWM,1.2
Accuracy International AWM,1.2
G22 (Gewehr),1.2
Accuracy International AWM,1.2
Accuracy International AWM,1.2
Karabin Accuracy International AWM,1.2
精密國際AWM狙擊步槍,1.2
Luftvärnsrobotvagn 701,4.81
CZ 52,0.21
Pistole vz. 52,0.21
CZ 52,0.21
CZ 52,0.21
Cz52,0.21
Pistolet CZ 52,0.21
Cz52,0.21
CZ 52手槍,0.21
HMS Lee (1814),35.052
PT-91 Twardy,6.86
PT-91,6.86
PT-91 Twardy,6.86
PT-91,6.86
PT-91 Twardy,6.86
PT-91,6.86
PT-91,6.86
PT-91,6.86
PT-91,6.86
PT-91主战坦克,6.86
PT-91 Twardy,6.95
PT-91,6.95
PT-91 Twardy,6.95
PT-91,6.95
PT-91 Twardy,6.95
PT-91,6.95
PT-91,6.95
PT-91,6.95
PT-91,6.95
PT-91主战坦克,6.95
تولبوي (قنبلة),6.4008
Tallboy (bomb),6.4008
Tallboy (Bombe),6.4008
Bomba Tallboy,6.4008
Tallboy,6.4008
Tallboy,6.4008
トールボーイ,6.4008
Tallboy,6.4008
Tallboy,6.4008
Tallboy,6.4008
Tallboy (бомба),6.4008
高脚柜炸弹,6.4008
USS LCI(L)-652,48.4632
Valmet M82,0.71
Valmet M82,0.71
Karabin Valmet M82,0.71
瓦爾梅特M82突擊步槍,0.71
بي تي أر-152,6.55
BTR-152,6.55
BTR-152,6.55
BTR-152,6.55
BTR-152,6.55
BTR-152,6.55
BTR-152,6.55
BTR-152,6.55
БТР-152,6.55
ايه في جي بي (مركبة قتالية),5.97
AVGP,5.97
AVGP,5.97
AVGP,5.97
AVGP,5.97
راجمة صواريخ أم 270,6.858
M270 Multiple Launch Rocket System,6.858
Multiple Launch Rocket System,6.858
M270 MLRS,6.858
MLRS,6.858
M270 Multiple Launch Rocket System,6.858
MLRS,6.858
Multiple Launch Rocket System,6.858
M270 MLRS,6.858
M270 Multiple Launch Rocket System,6.858
M270,6.858
M270多管火箭系統,6.858
M36 tank destroyer,5.969
M36 Jackson,5.969
M36 Jackson,5.969
Char M36 Jackson,5.969
M36 Jackson,5.969
M36ジャクソン,5.969
M36 Jackson,5.969
M36 Jackson,5.969
M36 (САУ),5.969
M36驅逐戰車,5.969
MG 15,1.078
MG 15,1.078
MG 15,1.078
MG 15,1.078
MG 15 機関銃,1.078
Karabin maszynowy MG 15,1.078
MG-15,1.078
MG 15機槍,1.078
بانزرييغا 1,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
I号対戦車自走砲,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
Panzerjäger I,4.42
一號驅逐戰車,4.42
ار-77,3.6
R-77,3.6
Wympel R-77,3.6
Vympel R-77,3.6
Vympel R-77,3.6
R-77,3.6
R-77 (ミサイル),3.6
R-77,3.6
R-77,3.6
Míssil Vympel R-77,3.6
РВВ-АЕ,3.6
AA-12飛彈,3.6
توبول إم,22.7
RT-2PM2 Topol-M,22.7
Topol-M,22.7
Tópol M,22.7
Topol-M,22.7
RT-2UTTH,22.7
RT-2PM2 (ミサイル),22.7
RS-12M1 Topol-M,22.7
Topol-M,22.7
РТ-2ПМ2,22.7
RT-2UTTH Topol M,22.7
白杨-M洲际弹道导弹,22.7
سكاي فلاش,3.68
Skyflash,3.68
Skyflash,3.68
Skyflash,3.68
Skyflash,3.68
スカイフラッシュ (ミサイル),3.68
British Aerospace Skyflash,3.68
天閃空對空飛彈,3.68
Véhicule de l'Avant Blindé,5.98
Véhicule de l’avant blindé,5.98
Véhicule de l'Avant Blindé,5.98
Renault Trucks Défense Véhicule de l'avant blindé,5.98
Renault VAB,5.98
VAB装甲車,5.98
Véhicule de l'Avant Blindé,5.98
VAB,5.98
VAB (VBC),5.98
VAB裝甲車,5.98
38-cm-SK-L/45,31.61
38 cm SK L/45,31.61
38 cm SK L/45,31.61
Lange Max,31.61
38 cm SK L/45 «Max»,31.61
"38 cm SK L/45 ""Max""",31.61
أي أم أكس-30 أي,9.48
AMX-30E,9.48
AMX-30E,9.48
AMX-30E,9.48
اي زي بي اس-60,8.5
S-60,8.5
57 mm S-60,8.5
AZP S-60,8.5
S-60 57mm対空機関砲,8.5
Armata przeciwlotnicza S-60,8.5
С-60,8.5
بي تي أر-3,7.65
BTR-3,7.65
BTR-3,7.65
BTR-3,7.65
BTR-3,7.65
BTR-3U Guardian,7.65
BTR-3U,7.65
БТР-3,7.65
BTR-3,7.65
مدرعة لازار 2,7.82
Lazar armored vehicle,7.82
سيارة مدرعة طراز 27,5.35
OA vz. 27,5.35
OA vz.27,5.35
OA vz. 27,5.35
OA vz.27,5.35
أوشكوش إم-أي تي في,6.26872
Oshkosh M-ATV,6.26872
Oshkosh M-ATV,6.26872
Oshkosh M-ATV,6.26872
M-ATV,6.26872
Oshkosh M-ATV,6.26872
Oshkosh M-ATV,6.26872
Oshkosh M-ATV,6.26872
Oshkosh M-ATV,6.26872
بانزر 61,9.45
Panzer 61,9.45
Panzer 61,9.45
Pz. 61,9.45
Panzer 61,9.45
Pz 61,9.45
Panzer 61,9.45
Pz61主戰坦克,9.45
بانزر 68,9.49
Panzer 68,9.49
Panzer 68,9.49
Pz 68,9.49
Pz. 68,9.49
Pz 68,9.49
Pz68主戰坦克,9.49
Panzer 68,9.49
قيام 1 (صاروخ),10.6
Qiam 1,10.6
آر-17 إلبروس,11.2
R-17 (ミサイル),11.2
R-17,11.2
Р-17,11.2
R-17 Elbrus,11.2
شوريا (صاروخ),10.0
Shaurya (missile),10.0
"4""/50 caliber gun",5.1943
Canon de 5 pouces/25 calibres,3.6068
Mk 10 5インチ砲,3.6068
"5""/25 caliber gun",3.6068
AK-63,0.879
AK-63,0.879
AKM-63,0.879
Karabin AKM-63,0.879
AK-63,0.879
Karabin Barrett M468,0.898525
Barrett M468,0.898525
Bauer Automatic,0.1025
FUG,5.79
FUG,5.79
D-442 FÚG,5.79
PSzH-IV,5.79
FN ブローニング・ベビー,0.104
Pistolet Browning Baby,0.104
FN Baby Browning,0.104
FR-F1,1.2
FR F1,1.2
FR-F1,1.2
FR-F1,1.2
Karabin FR F1,1.2
FR F1,1.2
FR-F1,1.2
FR-F1狙擊步槍,1.2
Ford 5000,3.59664
French ship Biche (1798),26.0
HMS Lark (1762),38.7096
HMS Lark (1762),38.7096
HMS Oberon (1805),28.3464
INA Model 953,0.794004
M85 (mitrailleuse),1.3843
M85機関銃,1.3843
Karabin maszynowy M85,1.3843
M85 machine gun,1.3843
M85重機槍,1.3843
Mk 1 Underwater Defense Gun,0.24765
PL-8,2.95
PL-8 (missile),2.95
霹雳-8,2.95
Richmond rifle,1.4224
Ruger M77,0.889
儒格M77步槍,0.889
TOZ-78,1.0
ТОЗ-78,1.0
Taden gun,0.889
USS LCI(L)-449,48.1584
Vz.52 (Maschinengewehr),1.045
Ametralladora vz. 52,1.045
Vz. 52,1.045
Karabin maszynowy ZB vz. 52,1.045
Vz. 52 machine gun,1.045
Obusier de 520 modèle 1916,30.38
520 mm haubica kolejowa mle 1916,30.38
Obusier de 520 modèle 1916,30.38
Obusier de 520 modèle 1916,30.38
17 cm SK L/40 i.R.L. auf Eisenbahnwagen,16.75
17 cm SK L/40 i.R.L. auf Eisenbahnwagen,16.75
"21 cm SK ""Peter Adalbert""",15.85
"21 cm SK ""Peter Adalbert""",15.85
"28 cm K L/40 ""Kurfürst""",21.61
"28 cm K L/40 ""Kurfürst""",21.61
"28 cm SK L/40 ""Bruno""",21.61
28 cm SK L/40 Bruno,21.61
"28 cm SK L/40 ""Bruno""",21.61
75 mm Reșița Model 1943,5.45
75 mm Reșița Model 1943,5.45
ČKD-Praga AH-IV,3.2
AH-IV,3.2
AH-IV,3.2
ČKD AH-IV,3.2
AH-IV,3.2
AH-IV,3.2
BYD F0,3.46
BYD F0,3.46
BYD F0,3.46
BYD F0,3.46
BYD F0,3.46
BYD F0,3.46
Boirault machine,8.0
Caramoussal,13.0
Chauchat-Ribeyrolles 1918 submachine gun,0.575
Chevrolet G506,5.6896
Chevrolet G506,5.6896
Chevrolet G506,5.6896
Frot-Laffly landship,7.0
Frot-Laffly landship,7.0
HMS Centurion (1774),44.5008
HMS Centurion (1774),44.5008
HMS Cydnus (1813),45.72
HMS Hermes (1811),36.576
HMS Jason (1794),44.5008
HMS Stag (1758),38.1
HQ-61 (ミサイル),3.99
HQ-61,3.99
红旗-61近程防空导弹,3.99
HQ-61,3.99
Revolver IOF .32,0.1778
IOF .32 Revolver,0.1778
J-201反坦克导弹,1.0
J-201,1.0
LT vz. 34,4.6
LT vz. 34,4.6
LT vz.34,4.6
LT vz. 34,4.6
M1134反戰車飛彈車,6.95
M1134 Anti-Tank Guided Missile Vehicle,6.95
M1135核生化偵測車,6.95
"M1135 Nuclear, Biological, Chemical, Reconnaissance Vehicle",6.95
OA vz. 30,4.02
OA vz.30,4.02
OA vz.30,4.02
OA vz.30,4.02
OA vz. 30,4.02
Ordnance QF 25 lb Short,1.26492
QF 25-pounder Short,1.26492
Ordnance QF 25-pounder Short,1.26492
Otokar Kaya,6.483
PL-4,3.235
霹雳-4导弹,3.235
PL-4 (missile),3.235
Raketenrohr 80,1.7
RL-83 Blindicide,1.7
Tube roquette,1.7
Granatnik Blindicide,1.7
Blindicide RL-83,1.7
RL-83 Blindicide,1.7
Royal Ordnance L11,6.858
ロイヤル・オードナンス L11,6.858
皇家兵工廠L11A5坦克炮,6.858
Royal Ordnance L11A5,6.858
SIG Sauer 200 STR,1.185
Sd.Kfz. 247,5.0
Sd Kfz 247,5.0
Sd.Kfz.247,5.0
Sd.Kfz. 247,5.0
Sd.Kfz. 8,7.35
Sd.Kfz. 8,7.35
SdKfz 8,7.35
Sd Kfz 8,7.35
Sd.Kfz.8,7.35
Sd.Kfz. 8,7.35
Sd.Kfz. 8,7.35
TACAM T-60,4.24
TACAM T-60,4.24
TACAM T-60,4.24
TACAM T-60,4.24
TACAM T-60,4.24
TACAM T-60驅逐戰車,4.24
TACAM T-60,4.24
TH-495,5.97
TH-495,5.97
TH-495,5.97
VRDE Light Armoured Vehicle,5.83
Vickers-Berthier,1.1557
Vickers-Berthier,1.1557
ビッカーズ・ベルチェー軽機関銃,1.1557
Karabin maszynowy Vickers-Berthier,1.1557
Vickers-Berthier,1.1557
维克斯-贝蒂埃机枪,1.1557
Vickers–Berthier,1.1557
Fusil Werndl-Holub,1.28016
Werndl-Holub M1867,1.28016
Karabin Werndl M1867,1.28016
Винтовка Верндля,1.28016
Werndl–Holub rifle,1.28016
Fusil Wänzl,1.05156
Karabin Wänzl M1866,1.05156
Винтовка Венцля,1.05156
Wänzl rifle,1.05156
Z13 torpedo,7.125
Brückenpanzer 68,19.96
Brückenpanzer 68,19.96
Have Dash,3.6576
Have Dash,3.6576
Lazika (Schützenpanzer),6.11
Лазика (БМП),6.11
Lazika,6.11
Mowag Roland,4.73
MOWAG Roland,4.73
MOWAG Roland,4.73
Mowag 3M1,6.1
Mowag 3M1 Pirat,6.1
Mowag Pirat,6.1
Mowag Pirat,6.1
Mowag Shark,7.52
Mowag Shark,7.52
Nahkampfkanone 1,6.45
Nahkampfkanone 1,6.45
Nahkampfkanone 2,5.24
Nahkampfkanone 2,5.24
Nahkampfkanone 2,5.24
Mittlerer Panzer 1958,6.9
Panzer 58,6.9
Pz58中型坦克,6.9
Panzer 58,6.9
"15,5 cm Artillerie Panzerkanone 68",12.4
Panzerkanone 68,12.4
Lenkwaffensystem RSC/D,5.9944
RSD 58,5.9944
Lenkwaffe RSE Kriens,5.4
RSE Kriens (Missile),5.4
Saurer Tartaruga,6.1
Saurer Tartaruga,6.1
Saurer Tartaruga,6.1
Vereinsgewehr 1857,1.39
Vereinsgewehr 1857,1.39
AGM-1 Carbine,0.67
BUL Cherokee,0.21
BUL Cherokee,190.0
Benelli M2,1.00965
伯奈利M2 Super 90半自動霰彈槍,1.00965
Benelli M2,1.00965
Benelli MR1,0.854
EAA Thor Single Shot Pistol,0.4064
Fiat-Revelli Modelo 1914,1.18
Fiat-Revelli Mod. 1914,1.18
フィアット レベリM1914重機関銃,1.18
Karabin maszynowy Fiat-Revelli M1914,1.18
FIAT-Revelli M1914,1.18
Fiat–Revelli Modello 1914,1.18
Ford Mk V,4.4704
Ford Mk V Armoured Car,4.4704
Glock 78 e 81,0.29
Feldmesser,0.29
格洛克刺刀,0.29
Glock knife,0.29
HMS Diana (1794),44.5008
HMS Emulous (1806),30.48
Leyland Armoured Car,6.3754
Marlin Model 20,1.0414
馬林25MG型霰彈槍,1.0414
Marlin Model 25MG,1.0414
Mauser Modelo 1889,1.295
Mauser belge,1.295
Karabin Mauser M1889,1.295
Mauser Model 1889,1.295
Mobarez tank,7.5
Object 775,6.117
オブイェークト775,6.117
Объект 775,6.117
775工程,6.117
Object 775,6.117
Piranha V,8.0
Piranha V,8.0
Rieder Automatic Rifle,1.13
S&T Motiv K12,1.234
S&T Motiv K12,1.234
Small Smart Weapon,0.5461
Smith & Wesson M&P15-22,0.85725
Smith & Wesson M&P15-22,0.85725
Smith & Wesson M&P15-22,0.85725
Springfield Model 1882,1.1176
Springfield Model 1886,1.016
Springfield Model 1888,1.31763
Springfield model 1880,1.31763
Springfield Modelo 1884,1.31763
Springfield model 1884,1.31763
ZSL-93装甲输送车,6.02
WZ523,6.02
Zastava M57,0.194
Zastava M57,0.194
Zastava M57,0.194
Zastava M57,0.194
16-inch gun M1895,17.0688
53T6,12.0
53T6,12.0
53T6,12.0
8-inch M1888,12.192
C12A1,1.245
FN Trombone,0.9906
HMS Montreal (1761),38.1
Jakkal,2.408
Jakkals,2.408
KAL1 General Purpose Infantry Rifle,0.856
OVIK Cameleon IV440 Modular Mission Vehicle,5.432
QF 95毫米榴彈炮,2.1336
Ordnance QF 95 mm howitzer,2.1336
Pistolet modèle An IX,0.352
Pistolet modèle An IX,0.352
Pleter 91,0.51
Pleter 91 submachine gun,0.51
Radioplane RP-77,4.53
Radioplane RP-77,4.53
Fiat-SPA AS37,4.67
SPA AS.37,4.67
SRAAM,2.75
Savage 110 BA,1.2827
Son of Town Hall,15.24
Fiat-SPA TL37,4.13
Fiat SPA TL 37,4.13
TL.37,4.13
Taurus Model 617,0.168275
Zastava M88,0.175
Zastava M88,0.175
Zastava M88,0.175
Zastava P25,0.118
Zastava P25,0.118
Zastava P25,0.118
Iveco SuperAV,7.9
Mambi AMR,2.1
Mambi反器材步槍,2.1
Mambi AMR,2.1
AK-104,0.824
AK-104突击步枪,0.824
AK-104,0.824
BSA Buccaneer Air Rifle,0.9
BSA Mercury Air Rifle,1.04
HMS Actaeon (1757),35.9664
HMS Actaeon,36.576
HMS Actaeon (1775),36.576
HMS Actaeon (1775),36.576
HMS Active (1758),35.9664
HMS Active (1758),35.9664
HMS Andromeda (1777),36.576
HMS Aquilon (1758),35.9664
HMS Aurora (1777),36.576
HMS Boston (1762),38.7096
HMS Boston (1762),38.7096
HMS Cyclops (1779),36.576
HMS Diana (1757),37.7952
HMS Fox (1773),36.576
HMS Fox (1773),36.576
HMS Griffin (1758),35.9664
HMS Hussar (1757),35.9664
HMS Hussar (1757),35.9664
HMS Jason (1763),38.7096
HMS Juno (1757),38.7096
HMS Juno (1757),38.7096
HMS Juno (1757),38.7096
HMS Lapwing (1785),36.576
HMS Laurel (1779),36.576
HMS Lizard (1757),35.9664
HMS Lizard (1757),35.9664
HMS Maidstone (1758),35.9664
HMS Maidstone (1758),35.9664
HMS Milford (1759),35.9664
HMS Minerva (1759),37.7952
HMS Minerva (1759),37.7952
HMS Pegasus (1778),36.576
HMS Pomona (1778),36.576
HMS Resource (1778),36.576
HMS Resource (1778),36.576
HMS Sibyl (1779),36.576
HMS Sibyl (1779),36.576
HMS Siren (1773),36.576
HMS Surprise (1774),36.576
HMS Surprise (1774),36.576
HMS Trent (1757),35.9664
HMS Vestal (1757),37.7952
HMS Vestal (1779),36.576
HMS Vestal (1779),36.576
K-4 (SLBM),12.0
Винтовка Jäger,0.92
KSPZ Jager,0.92
Land Rover Defender 130CC-R(hino),5.24
MICOR MD 50狙擊步槍,0.9906
MICOR Leader 50,0.9906
RG41,7.78
RM-51,7.0
Sieg automatic rifle,0.9144
TRT-25遙控武器站,0.605
TRT-25 remote weapon station,0.605
Typ 77,7.15
77式两栖装甲输送车,7.15
Type 77 (armoured personnel carrier),7.15
S2 (missile),14.8
Missile S2,14.8
S2 (missile),14.8
C2P,2.85
C2P,2.85
C2P,2.85
44M Tas Rohamlöveg,9.5
9كيه33 أو أس إيه,3.158
9K33 Osa,3.158
SA-8 Gecko,3.158
Osa (missile),3.158
9K33 Osa,3.158
9K33,3.158
9K33 Osa,3.158
Оса (зенитный ракетный комплекс),3.158
9K33 Osa,3.158
SA-8导弹,3.158
9كيه33 أو أس إيه,9.14
9K33 Osa,9.14
SA-8 Gecko,9.14
Osa (missile),9.14
9K33 Osa,9.14
9K33,9.14
9K33 Osa,9.14
Оса (зенитный ракетный комплекс),9.14
9K33 Osa,9.14
SA-8导弹,9.14
إيه جي إم-123 سكايبر الثاني,4.3
AGM-123 Skipper II,4.3
AGM-123 Skipper II,4.3
AGM-123 Skipper II,4.3
AGM-123 (ミサイル),4.3
AMT Lightning 25/22,0.6731
AMT Skipper,0.1905
Tur (Militärfahrzeug),4.87
AMZ Tur,4.87
AMZ Tur,4.87
AMZ Tur,4.87
AMZ Tur,4.87
AQM-127 SLAT,5.47
AQM-127 SLAT,5.47
Атом (боевая машина пехоты),8.2
ATOM (IFV),8.2
Air-Sol Moyenne Portée,5.38
ASMP-Lenkwaffe,5.38
Air-sol moyenne portée,5.38
ASMP,5.38
ASMP (ミサイル),5.38
Air Sol Moyenne Portee,5.38
ASMP,5.38
ASMP飛彈,5.38
M1 ABV,12.192
Assault Breacher Vehicle,12.192
Brügger & Thomet APR,1.139
Brugger & Thomet APR 308,1.139
Brügger & Thomet APR,1.139
B&T APR狙擊步槍,1.139
CZ Scorpion Evo 3,0.67
Pistolet maszynowy Škorpion EVO III,0.67
Cz Scorpion EVO 3 A1,0.67
CZ蠍式EVO 3 A1衝鋒槍,0.67
CZ Scorpion Evo 3,0.67
Cadillac Gage Peacekeeper II,5.13
Degtjarjow DS-39,1.17
DS-39,1.17
DS-39,1.17
DS-39,1.17
Karabin maszynowy DS-39,1.17
ДС-39,1.17
FN Barracuda,0.211
Rewolwer FN Barracuda,0.211
FN Barracuda,0.211
FN FAL,1.09
إف إن فال,1.09
FN FAL,1.09
FN FAL,1.09
FN FAL,1.09
FN FAL/FALO,1.09
FN FAL,1.09
FN FAL,1.09
Karabin FN FAL,1.09
FN FAL,1.09
FN FAL,1.09
FN FAL自動步槍,1.09
FN FAL,1.1
إف إن فال,1.1
FN FAL,1.1
FN FAL,1.1
FN FAL,1.1
FN FAL/FALO,1.1
FN FAL,1.1
FN FAL,1.1
Karabin FN FAL,1.1
FN FAL,1.1
FN FAL,1.1
FN FAL自動步槍,1.1
إف إن ماج,1.263
FN MAG,1.263
FN MAG,1.263
FN MAG,1.263
FN MAG,1.263
FN MAG,1.263
FN MAG,1.263
FN MAG,1.263
Karabin maszynowy FN MAG,1.263
FN MAG,1.263
