http://dbpedia.org/ontology/Wikidata:Q11424,Wikidata:Q11424,http://dbpedia.org/ontology/gross
http://dbpedia.org/resource/The_Challenge_(1948_film),The Challenge (1948 film),369571.52584280784
http://dbpedia.org/resource/Everlasting_Love_(film),Everlasting Love (film),10430160.253349015
http://dbpedia.org/resource/Ruby_Sparks,Ruby Sparks,9077308.031888168
http://dbpedia.org/resource/Cover_(film),Cover (film),86544.69716135153
http://dbpedia.org/resource/Clouds_of_Sils_Maria,Clouds of Sils Maria,3288195.6726428363
http://dbpedia.org/resource/Ninotchka,Ninotchka,2141158.17509719
http://dbpedia.org/resource/The_Raid_2,The Raid 2,6497440.620168738
http://dbpedia.org/resource/I_Love_Hong_Kong_2012,I Love Hong Kong 2012,2690667.4834401957
http://dbpedia.org/resource/SPEC:_Close,SPEC: Close,2152440909.651547
http://dbpedia.org/resource/Dracula_(1979_film),Dracula (1979 film),21866414.473632272
http://dbpedia.org/resource/Another_Gay_Sequel:_Gays_Gone_Wild!,Another Gay Sequel: Gays Gone Wild!,114376.99025696982
http://dbpedia.org/resource/Outland_(film),Outland (film),19735211.31976247
http://dbpedia.org/resource/Whispers_in_the_Dark_(film),Whispers in the Dark (film),11349889.121965243
http://dbpedia.org/resource/The_Fog,The Fog,19684572.357640244
http://dbpedia.org/resource/Downtown_(film),Downtown (film),2226589.6817548857
http://dbpedia.org/resource/Matchstick_Men,Matchstick Men,71612524.32904942
http://dbpedia.org/resource/The_Fast_and_the_Furious_(1955_film),The Fast and the Furious (1955 film),270854.2780039736
http://dbpedia.org/resource/Next_Day_Air,Next Day Air,10177266.828398956
http://dbpedia.org/resource/Jaws_2,Jaws 2,184.81160878500816
http://dbpedia.org/resource/The_Hours_(film),The Hours (film),113975318.09208827
http://dbpedia.org/resource/Rigor_Mortis_(film),Rigor Mortis (film),18174768.50799066
http://dbpedia.org/resource/Manhattan_Melodrama,Manhattan Melodrama,1116442.8507873886
http://dbpedia.org/resource/Undercover_Maisie,Undercover Maisie,971968.8676683856
http://dbpedia.org/resource/Stay_Tuned_(film),Stay Tuned (film),10142303.268561969
http://dbpedia.org/resource/Wendy_Cracked_a_Walnut,Wendy Cracked a Walnut,41747.95446853804
http://dbpedia.org/resource/Crayon_Shin-chan:_Explosion!_The_Hot_Spring's_Feel_Good_Final_Battle,Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle,10692334.65225296
http://dbpedia.org/resource/The_Pawnbroker_(film),The Pawnbroker (film),2508300.5910669016
http://dbpedia.org/resource/Saving_Mr._Wu,Saving Mr. Wu,31001427.03742629
http://dbpedia.org/resource/Bright_Road,Bright Road,249284.01991433138
http://dbpedia.org/resource/Detroit_Rock_City_(film),Detroit Rock City (film),4187134.204848191
http://dbpedia.org/resource/The_Double_(2013_film),The Double (2013 film),1850378.4522951962
http://dbpedia.org/resource/Intimate_Enemies_(2007_film),Intimate Enemies (2007 film),6239445.4043101575
http://dbpedia.org/resource/Minuscule:_Valley_of_the_Lost_Ants,Minuscule: Valley of the Lost Ants,23635512.94525706
http://dbpedia.org/resource/High_School_Musical:_O_Desafio,High School Musical: O Desafio,1162737.1739774742
http://dbpedia.org/resource/Street_Fighter_(1994_film),Street Fighter (1994 film),90842226.86770535
http://dbpedia.org/resource/Disturbia_(film),Disturbia (film),113416339.39909114
http://dbpedia.org/resource/Staircase_(film),Staircase (film),1827843.2339459811
http://dbpedia.org/resource/Backsliding_(film),Backsliding (film),4578.184762033798
http://dbpedia.org/resource/Wild_Hearts_Can't_Be_Broken,Wild Hearts Can't Be Broken,6883327.927738969
http://dbpedia.org/resource/Animals_United,Animals United,2228203.776931151
http://dbpedia.org/resource/Radiator_(film),Radiator (film),43429.06006099922
http://dbpedia.org/resource/Never_Wave_at_a_WAC,Never Wave at a WAC,1625509.015379672
http://dbpedia.org/resource/Jumper_(2008_film),Jumper (2008 film),207013027.64536244
http://dbpedia.org/resource/My_Own_Private_Idaho,My Own Private Idaho,6770379.736396296
http://dbpedia.org/resource/Let's_Try_Again,Let's Try Again,177098.48568671758
"http://dbpedia.org/resource/Good_Morning,_Vietnam","Good Morning, Vietnam",122792334.38704613
http://dbpedia.org/resource/Niagara_(film),Niagara (film),2178255.969332558
http://dbpedia.org/resource/Intermission_(film),Intermission (film),4805017.444938899
http://dbpedia.org/resource/Swimming_Upstream,Swimming Upstream,787996.377723091
http://dbpedia.org/resource/Kuiba,Kuiba,3469385.174744027
http://dbpedia.org/resource/Junior_Miss_(film),Junior Miss (film),1711568.3220236269
http://dbpedia.org/resource/Invictus_(film),Invictus (film),113068622.20661008
http://dbpedia.org/resource/Dog_Day_Afternoon,Dog Day Afternoon,47905956.22311904
http://dbpedia.org/resource/97_Aces_Go_Places,97 Aces Go Places,9795188.993605899
http://dbpedia.org/resource/Candyman:_Farewell_to_the_Flesh,Candyman: Farewell to the Flesh,12920931.08036166
http://dbpedia.org/resource/Paranormal_Activity,Paranormal Activity,189744271.46729738
http://dbpedia.org/resource/Body_of_Lies_(film),Body of Lies (film),117065199.7658824
http://dbpedia.org/resource/XXX:_State_of_the_Union,XXX: State of the Union,74312343.07280706
http://dbpedia.org/resource/High_Time_(film),High Time (film),2713809.428053291
http://dbpedia.org/resource/Suburban_Girl,Suburban Girl,45.2525056593135
http://dbpedia.org/resource/Dead_Man_Walking_(film),Dead Man Walking (film),85553618.72919007
http://dbpedia.org/resource/The_Hangman_(1959_film),The Hangman (1959 film),924272.5586865284
http://dbpedia.org/resource/Replay_(2001_film),Replay (2001 film),2020167.862143179
http://dbpedia.org/resource/Friday_the_13th_(1980_film),Friday the 13th (1980 film),62382709.99699816
http://dbpedia.org/resource/Heaven_Can_Wait_(1978_film),Heaven Can Wait (1978 film),74480780.30331026
http://dbpedia.org/resource/Centurion_(film),Centurion (film),5783278.600051575
http://dbpedia.org/resource/Dr._Dolittle_2,Dr. Dolittle 2,176153301.65152943
http://dbpedia.org/resource/Gotcha!_(1985_film),Gotcha! (1985 film),11487676.721284252
http://dbpedia.org/resource/Rocky,Rocky,213155683.35546497
http://dbpedia.org/resource/Saw_3D,Saw 3D,132953549.25557154
http://dbpedia.org/resource/Shodo_Girls,Shodo Girls,1429735.5159104397
